,OPE ID,School,State_x,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,State_y,Region,CITY,STABBR,COSTT4_A
0,884300,alaska bible college,AK,  99645-6619    ,Private/Non-Profit,5,5000,6191,0,0,0,9,5000,6575,AK,Northern,Palmer,AK,15990
1,4138600,alaska christian college,AK,996699755,Private/Non-Profit,10,5000,6667,0,0,0,9,5000,6667,AK,Anchorage,Soldotna,AK,18094
2,106100,alaska pacific university,AK,995084672,Private/Non-Profit,18,35837,47197,0,0,0,44,27080,39150,AK,South Central,Anchorage,AK,42640
3,3461300,ilisagvik college,AK,997230749,Public,6,27453,12729,0,0,0,19,22224,29084,AK,Anchorage,Barrow,AK,13676
4,1146200,university of alaska anchorage,AK,995088050,Public,99,351907,319752,0,0,0,527,344615,511671,AK,South Central,Anchorage,AK,13610
5,106300,university of alaska fairbanks,AK,997757500,Public,51,348116,330709,0,0,0,524,250843,394296,AK,South Central,Fairbanks,AK,15340
6,106500,university of alaska southeast,AK,998018680,Public,40,35192,70384,0,0,0,57,26956,26719,AK,Southeast,Juneau,AK,15284
8,103400,alabama southern community college,AL,364605698,Public,30,38897,37226,0,0,0,84,38677,36654,AL,Region 1,Monroeville,AL,10708
9,100500,alabama state university,AL,361045714,Public,878,1240426,1105514,279,0,663244,330,338537,338537,AL,Region 3,Normal,AL,21475
9,100500,alabama state university,AL,361045714,Public,878,1240426,1105514,279,0,663244,330,338537,338537,AL,Region 3,Montgomery,AL,18184
10,2503400,amridge university,AL,361173553,Private/Non-Profit,0,2969,0,0,0,0,75,7834,7146,AL,Region 2,Montgomery,AL,16370
12,100900,auburn university,AL,368495113,Public,206,900000,598534,979,0,2429374,744,380091,702728,AL,Region 3,Auburn,AL,25282
13,831000,auburn university montgomery,AL,361173596,Public,73,186845,158054,154,0,432596,279,128874,233713,AL,Region 4,Montgomery,AL,17903
13,831000,auburn university montgomery,AL,361173596,Public,73,186845,158054,154,0,432596,279,128874,233713,AL,Region 4,Montgomery,AL,27870
14,573300,bevill state community college,AL,351480000,Public,43,105721,96282,0,0,0,203,100458,110197,AL,Region 4,Jasper,AL,13084
15,101200,birmingham-southern college,AL,352540002,Private/Non-Profit,220,167771,227025,231,0,454135,109,108094,135333,AL,Region 1,Birmingham,AL,45162
16,103000,bishop state community college,AL,366035898,Public,102,208214,156375,0,0,0,289,128259,155997,AL,Region 4,Mobile,AL,9955
19,100700,central alabama community college,AL,350100000,Public,17,61033,48748,0,0,0,146,61233,72933,AL,Region 2,Alexander City,AL,12054
19,100700,central alabama community college,AL,350100000,Public,17,61033,48748,0,0,0,146,61233,72933,AL,Region 2,Bay Minette,AL,11194
20,1218200,chattahoochee valley community college,AL,368697917,Public,36,70608,68225,0,0,0,85,53417,46200,AL,Region 4,Phenix City,AL,6860
21,4121500,columbia southern university,AL,365613815,Proprietary,0,0,0,0,0,0,0,0,0,AL,Region 3,Orange Beach,AL,12601
22,1055400,concordia college alabama,AL,367013323,Private/Non-Profit,43,41374,33988,0,0,0,50,36699,47043,AL,Region 4,Selma,AL,17603
23,101500,enterprise state community college,AL,363311300,Public,60,103742,90536,0,0,0,92,58121,59200,AL,Region 4,Enterprise,AL,8676
24,100300,faulkner university,AL,361093398,Private/Non-Profit,209,325000,263779,8,0,34740,291,220402,266918,AL,Region 3,Montgomery,AL,30116
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,AL,Region 2,Mobile,AL,25919
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,AL,Region 2,Montgomery,AL,30031
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,AL,Region 3,Mobile,AL,25919
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,AL,Region 3,Montgomery,AL,30031
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,FL,Circuit 10,Orange Park,FL,24716
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,FL,Circuit 10,Largo,FL,26230
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,FL,Circuit 1,Orange Park,FL,24716
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,FL,Circuit 1,Largo,FL,26230
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,LA,Regions 2 and 9,Baton Rouge,LA,27696
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,"Boards 2, 46, 55, and 68",Ravenna,OH,28194
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,"Boards 2, 46, 55, and 68",Cuyahoga Falls,OH,25399
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,"Boards 2, 46, 55, and 68",Centerville,OH,25226
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,"Boards 2, 46, 55, and 68",Westerville,OH,23668
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,"Boards 2, 46, 55, and 68",Cincinnati,OH,31787
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,Boards 23 and 45,Ravenna,OH,28194
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,Boards 23 and 45,Cuyahoga Falls,OH,25399
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,Boards 23 and 45,Centerville,OH,25226
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,Boards 23 and 45,Westerville,OH,23668
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,OH,Boards 23 and 45,Cincinnati,OH,31787
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,VA,Region 5,Norfolk,VA,38847
25,2341000,fortis college,AL,366083712,Proprietary,29,81448,65630,0,0,0,622,103000,165369,VA,Region 5,Richmond,VA,25360
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,AL,Region 2,Mobile,AL,25919
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,AL,Region 2,Montgomery,AL,30031
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,AL,Region 3,Mobile,AL,25919
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,AL,Region 3,Montgomery,AL,30031
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,FL,Circuit 10,Orange Park,FL,24716
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,FL,Circuit 10,Largo,FL,26230
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,FL,Circuit 1,Orange Park,FL,24716
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,FL,Circuit 1,Largo,FL,26230
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,LA,Regions 2 and 9,Baton Rouge,LA,27696
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,"Boards 2, 46, 55, and 68",Ravenna,OH,28194
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,"Boards 2, 46, 55, and 68",Cuyahoga Falls,OH,25399
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,"Boards 2, 46, 55, and 68",Centerville,OH,25226
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,"Boards 2, 46, 55, and 68",Westerville,OH,23668
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,"Boards 2, 46, 55, and 68",Cincinnati,OH,31787
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,Boards 23 and 45,Ravenna,OH,28194
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,Boards 23 and 45,Cuyahoga Falls,OH,25399
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,Boards 23 and 45,Centerville,OH,25226
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,Boards 23 and 45,Westerville,OH,23668
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,OH,Boards 23 and 45,Cincinnati,OH,31787
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,VA,Region 5,Norfolk,VA,38847
26,3361400,fortis college,AL,365350000,Proprietary,14,29642,25472,0,0,0,152,22582,43375,VA,Region 5,Richmond,VA,25360
27,101700,gadsden state community college,AL,359032269,Public,78,150000,142836,0,0,0,301,178693,163422,AL,Region 1,Gadsden,AL,10243
28,101800,george c. wallace community college,AL,363030943,Public,54,125316,92717,0,0,0,336,128318,139126,AL,Region 1,Dothan,AL,8735
29,787100,george c. wallace state community college,AL,350772000,Public,37,131420,111502,0,0,0,261,126939,138510,AL,Region 4,Hanceville,AL,11703
30,569900,george corley wallace state community college - selma,AL,367032808,Public,54,96418,90477,0,0,0,72,104138,97166,AL,Region 4,Selma,AL,13756
32,2199700,heritage christian university,AL,356306245,Private/Non-Profit,3,4976,5004,0,0,0,19,5544,7392,AL,Region 4,Florence,AL,18631
33,101900,huntingdon college,AL,361062148,Private/Non-Profit,144,100375,94302,29,0,85029,100,92714,93214,AL,Region 1,Montgomery,AL,32370
35,102000,jacksonville state university,AL,362651602,Public,167,421149,381087,0,0,0,548,244229,234375,AL,Region 1,Jacksonville,AL,20830
37,102100,jefferson davis community college,AL,364272790,Public,12,31603,14636,0,0,0,57,30033,38640,AL,Region 2,Brewton,AL,9496
38,102200,jefferson state community college,AL,352153098,Public,102,325347,402426,0,0,0,506,336833,311000,AL,Region 2,Birmingham,AL,13418
39,102300,judson college,AL,367562504,Private/Non-Profit,63,48153,76187,3,0,6102,11,19387,25850,AL,Region 3,Marion,AL,28840
40,105900,lawson state community college,AL,352211798,Public,134,249714,256431,0,0,0,205,101669,98060,AL,Region 2,Birmingham,AL,12597
41,898800,lurleen b. wallace community college,AL,364200418,Public,117,149009,165438,0,0,0,127,49877,47502,AL,Region 4,Andalusia,AL,13423
42,102600,marion military institute,AL,367563214,Public,37,20000,20000,0,0,0,56,20000,20000,AL,Region 3,Marion,AL,16520
43,102800,miles college,AL,350642697,Private/Non-Profit,253,322846,206402,0,0,0,420,300208,380785,AL,Region 2,Fairfield,AL,22436
44,103100,northeast alabama community college,AL,359860159,Public,47,71825,82632,0,0,0,110,71086,56771,AL,Region 4,Rainsville,AL,8145
45,569700,northwest - shoals community college,AL,356623206,Public,41,94776,91599,0,0,0,259,97394,92757,AL,Region 4,Muscle Shoals,AL,11000
46,103300,oakwood university,AL,358960001,Private/Non-Profit,82,226411,175647,0,0,0,203,278941,295747,AL,Region 1,Huntsville,AL,36064
47,569200,reid state technical college,AL,364010000,Public,17,49546,19225,0,0,0,80,51346,63489,AL,Region 4,Evergreen,AL,9158
48,103600,samford university,AL,352297000,Private/Non-Profit,326,472092,450222,139,0,389457,168,99005,157893,AL,Region 2,Birmingham,AL,40900
49,569100,shelton state community college,AL,354054017,Public,69,134014,125565,0,0,0,298,142108,135515,AL,Region 4,Tanner,AL,10052
49,569100,shelton state community college,AL,354054017,Public,69,134014,125565,0,0,0,298,142108,135515,AL,Region 4,Tuscaloosa,AL,13426
50,103800,snead state community college,AL,359570734,Public,33,68102,88129,0,0,0,50,60915,39500,AL,Region 4,Boaz,AL,10376
51,2270400,southeastern bible college,AL,352442083,Private/Non-Profit,5,9632,12842,0,0,0,19,8724,11632,AL,Region 4,Birmingham,AL,17066
52,104000,southern union state community college,AL,362760000,Public,93,118025,98537,0,0,0,161,112004,120538,AL,Region 4,Wadley,AL,12493
53,104100,spring hill college,AL,366081791,Private/Non-Profit,243,125741,224066,122,0,278222,353,113328,151104,AL,Region 2,Mobile,AL,44970
54,104400,stillman college,AL,354011430,Private/Non-Profit,196,213000,219843,0,0,0,364,323189,291914,AL,Region 2,Tuscaloosa,AL,26185
55,104600,talladega college,AL,351602354,Private/Non-Profit,116,162608,162608,0,0,0,182,321995,321995,AL,Region 2,Talladega,AL,20918
56,104700,troy university,AL,360820001,Public,413,1058889,930656,52,0,169309,443,723006,961366,AL,Region 4,Troy,AL,17354
57,105000,tuskegee university,AL,360881645,Private/Non-Profit,439,1009296,713872,458,0,1692249,494,1157061,1173515,AL,Region 3,Tuskegee,AL,32853
59,105100,university of alabama,AL,354870120,Public,662,1472805,1395904,594,0,1619708,1102,719535,1153122,AL,Region 2,Tuscaloosa,AL,26400
59,105100,university of alabama,AL,354870120,Public,662,1472805,1395904,594,0,1619708,1102,719535,1153122,AL,Region 2,Birmingham,AL,32064
60,105200,university of alabama at birmingham,AL,352941150,Public,564,1260458,1401901,491,0,1494849,595,680615,744520,AL,Region 2,Birmingham,AL,20621
61,105500,university of alabama in huntsville,AL,358990001,Public,58,177061,152270,0,0,0,128,133954,221643,AL,Region 2,Huntsville,AL,21107
62,102900,university of mobile,AL,366630220,Private/Non-Profit,80,92573,123690,6,0,27147,74,56248,70933,AL,Region 4,Mobile,AL,31220
63,100400,university of montevallo,AL,351156000,Public,98,185534,146194,0,0,0,171,87751,178842,AL,Region 2,Montevallo,AL,22440
64,101600,university of north alabama,AL,356320001,Public,167,251403,315316,0,0,0,590,156229,210800,AL,Region 1,Florence,AL,15494
65,105700,university of south alabama,AL,366880002,Public,107,500000,277393,94,0,557500,1093,329075,605433,AL,Region 4,Mobile,AL,18525
66,102400,university of west alabama,AL,354700000,Public,163,332381,456355,11,0,31630,177,86311,99270,AL,Region 3,Livingston,AL,17839
67,3010600,virginia college,AL,352095154,Proprietary,236,1000554,350892,0,0,0,2602,1417326,1627981,AL,Region 2,Birmingham,AL,20867
67,3010600,virginia college,AL,352095154,Proprietary,236,1000554,350892,0,0,0,2602,1417326,1627981,AL,Region 2,Huntsville,AL,21143
67,3010600,virginia college,AL,352095154,Proprietary,236,1000554,350892,0,0,0,2602,1417326,1627981,AL,Region 2,Mobile,AL,22028
67,3010600,virginia college,AL,352095154,Proprietary,236,1000554,350892,0,0,0,2602,1417326,1627981,AL,Region 2,Montgomery,AL,23037
68,108700,arkansas baptist college,AR,722026099,Private/Non-Profit,169,203330,224786,0,0,0,205,331203,302326,AR,Catchment Area 5,Little Rock,AR,19800
69,1286000,arkansas northeastern college,AR,723161109,Public,0,0,0,0,0,0,0,0,0,AR,Catchment Area 7,Blytheville,AR,13646
70,109000,arkansas state university,AR,724010000,Public,175,525659,448930,194,0,454480,405,355978,310041,AR,Catchment Area 6,Jonesboro,AR,19359
71,109100,arkansas state university - beebe,AR,720121000,Public,83,99051,103568,0,0,0,238,109843,150523,AR,Catchment Area 6,Beebe,AR,12278
72,4203400,arkansas state university - newport,AR,721129073,Public,28,90000,69324,0,0,0,155,90000,105858,AR,Catchment Area 7,Newport,AR,10358
73,2348200,arkansas state university mid-south,AR,723013829,Public,25,59945,56454,0,0,0,162,64364,37300,AR,Catchment Area 3,West Memphis,AR,14258
73,2348200,arkansas state university mid-south,AR,723013829,Public,25,59945,56454,0,0,0,162,64364,37300,AR,Catchment Area 3,Mountain Home,AR,10409
74,108900,arkansas tech university,AR,728012222,Public,252,314634,423161,44,0,200470,933,258152,328887,AR,Catchment Area 6,Russellville,AR,16518
75,3105200,baptist health college little rock,AR,722102820,Private/Non-Profit,0,0,0,0,0,0,65,15000,15000,AR,Catchment Area 5,Little Rock,AR,24397
76,109300,central baptist college,AR,720346470,Private/Non-Profit,22,32505,30258,0,0,0,223,37490,46750,AR,Catchment Area 3,Conway,AR,21616
77,997600,college of the ouachitas,AR,721040816,Public,25,31900,29556,0,0,0,103,25000,25000,AR,Catchment Area 5,Malvern,AR,12227
78,2220900,cossatot community college of the university of arkansas,AR,718320000,Public,15,30516,29177,0,0,0,114,32515,29062,AR,Catchment Area 5,De Queen,AR,11917
79,109500,crowley's ridge college,AR,724509775,Private/Non-Profit,19,12222,16296,0,0,0,23,6428,8571,AR,Catchment Area 6,Paragould,AR,18743
80,1226000,east arkansas community college,AR,723352204,Public,57,71379,65283,0,0,0,273,79867,80275,AR,Catchment Area 3,Forrest City,AR,9084
81,3855300,ecclesia college,AR,727628159,Private/Non-Profit,99,7801,370438,0,0,0,11,9816,12438,AR,Catchment Area 7,Springdale,AR,26336
82,109700,harding university,AR,721490001,Private/Non-Profit,535,411802,549423,711,0,2003250,273,122276,162334,AR,Catchment Area 2,Searcy,AR,26364
83,109800,henderson state university,AR,719990001,Public,117,234243,264029,4,0,19494,135,118638,118638,AR,Catchment Area 8,Arkadelphia,AR,18679
84,109900,hendrix college,AR,720323080,Private/Non-Profit,249,151415,279437,95,0,151666,166,121199,161599,AR,Catchment Area 2,Conway,AR,52536
85,110000,john brown university,AR,727612747,Private/Non-Profit,176,170658,225489,85,0,282771,178,94744,135194,AR,Catchment Area 3,Siloam Springs,AR,34776
86,108800,lyon college,AR,725013699,Private/Non-Profit,113,95385,92080,29,0,78500,49,36141,43967,AR,Catchment Area 3,Batesville,AR,33605
89,1226100,north arkansas college,AR,726015508,Public,79,137734,142030,0,0,0,104,64693,47500,AR,Catchment Area 7,Harrison,AR,9482
90,3063300,northwest arkansas community college,AR,727125190,Public,82,178796,194686,0,0,0,322,150000,202658,AR,Catchment Area 5,Bentonville,AR,11518
91,110200,ouachita baptist university,AR,719980001,Private/Non-Profit,332,338488,509265,5,0,22911,75,67824,90432,AR,Catchment Area 3,Arkadelphia,AR,32560
92,2087000,ozarka college,AR,725560010,Public,22,50000,44857,0,0,0,179,30000,34500,AR,Catchment Area 5,Melbourne,AR,11592
93,110300,philander smith college,AR,722023718,Private/Non-Profit,77,141682,133032,0,0,0,68,37793,46443,AR,Catchment Area 8,Little Rock,AR,25061
94,110400,phillips community college of the university of arkansas,AR,723420000,Public,91,99987,101233,0,0,0,180,56043,57792,AR,Catchment Area 3,Helena,AR,9886
97,110500,shorter college,AR,721144885,Private/Non-Profit,0,0,0,0,0,0,0,0,0,AR,Catchment Area 2,N Little Rock,AR,18205
98,2074600,south arkansas community college,AR,717317010,Public,34,51815,34084,0,0,0,95,50000,45452,AR,Catchment Area 2,El Dorado,AR,15979
99,570700,southeast arkansas college,AR,716033900,Public,30,66991,73110,0,0,0,147,70418,65000,AR,Catchment Area 2,Pine Bluff,AR,8507
100,110700,southern arkansas university,AR,717535000,Public,547,473956,937508,14,0,42100,67,100633,73250,AR,Catchment Area 3,Magnolia,AR,18887
101,773800,southern arkansas university tech,AR,717011900,Public,17,26181,24934,0,0,0,128,51346,48901,AR,Catchment Area 5,Camden,AR,15573
102,110800,university of arkansas,AR,727010000,Public,575,1021761,1144889,689,0,1953963,854,937253,1051549,AR,Catchment Area 3,Fayetteville,AR,20350
102,110800,university of arkansas,AR,727010000,Public,575,1021761,1144889,689,0,1953963,854,937253,1051549,AR,Catchment Area 3,Little Rock,AR,23112
103,111000,university of arkansas at fort smith,AR,729047397,Public,88,178542,154782,0,0,0,444,170272,163200,AR,Catchment Area 7,Fort Smith,AR,13983
104,110100,university of arkansas at little rock,AR,722041099,Public,173,454459,274055,0,0,0,508,282682,376535,AR,Catchment Area 7,Little Rock,AR,22521
105,108500,university of arkansas at monticello,AR,716560000,Public,156,207112,257637,0,0,0,243,125918,165259,AR,Catchment Area 6,Monticello,AR,16071
106,108600,university of arkansas at pine bluff,AR,716012790,Public,163,345418,248748,0,0,0,430,327207,384840,AR,Catchment Area 6,Pine Bluff,AR,15409
107,2073500,university of arkansas community college at batesville,AR,725030000,Public,26,38351,47974,0,0,0,67,38492,28869,AR,Catchment Area 1,Batesville,AR,8037
108,573200,university of arkansas community college at hope,AR,718010000,Public,19,33571,33571,0,0,0,164,32704,32704,AR,Catchment Area 2,North Little Rock,AR,15082
108,573200,university of arkansas community college at hope,AR,718010000,Public,19,33571,33571,0,0,0,164,32704,32704,AR,Catchment Area 2,Hope,AR,14467
109,524500,university of arkansas community college at morrilton,AR,721109601,Public,26,45927,50540,0,0,0,156,55989,53208,AR,Catchment Area 1,Morrilton,AR,10722
109,524500,university of arkansas community college at morrilton,AR,721109601,Public,26,45927,50540,0,0,0,156,55989,53208,AR,Catchment Area 1,Mena,AR,12005
111,109200,university of central arkansas,AR,720350001,Public,420,610072,705667,194,0,802432,318,257561,256096,AR,Catchment Area 6,Conway,AR,18354
112,109400,university of the ozarks,AR,728302880,Private/Non-Profit,192,81948,285398,0,0,0,38,41215,54953,AR,Catchment Area 6,Clarksville,AR,35438
114,1001000,american samoa community college,AS,967992609,Public,113,51506,53774,0,0,0,501,64239,64200,AS,Catchment Area 5,PagoPago,AS,6560
117,711300,arizona christian university,AZ,850327097,Private/Non-Profit,55,32130,42454,0,0,0,33,23127,30836,AZ,Rural South,Phoenix,AZ,33945
118,3115000,arizona college,AZ,853023843,Proprietary,23,49573,46861,0,0,0,318,53460,78816,AZ,Rural North,Glendale,AZ,24341
118,3115000,arizona college,AZ,853023843,Proprietary,23,49573,46861,0,0,0,318,53460,78816,AZ,Rural North,Mesa,AZ,23612
119,108100,arizona state university,AZ,852870412,Public,2170,3606327,5171976,781,0,2432149,4044,2930483,3930667,AZ,Maricopa,Tempe,AZ,22312
119,108100,arizona state university,AZ,852870412,Public,2170,3606327,5171976,781,0,2432149,4044,2930483,3930667,AZ,Maricopa,Glendale,AZ,20252
119,108100,arizona state university,AZ,852870412,Public,2170,3606327,5171976,781,0,2432149,4044,2930483,3930667,AZ,Maricopa,Mesa,AZ,21578
119,108100,arizona state university,AZ,852870412,Public,2170,3606327,5171976,781,0,2432149,4044,2930483,3930667,AZ,Maricopa,Phoenix,AZ,23298
119,108100,arizona state university,AZ,852870412,Public,2170,3606327,5171976,781,0,2432149,4044,2930483,3930667,AZ,Maricopa,Scottsdale,AZ,20591
121,107100,arizona western college,AZ,853658847,Public,145,310622,383215,0,0,0,1659,325405,393054,AZ,Rural North,Yuma,AZ,14247
122,4051300,art institute of phoenix (the),AZ,850212859,Proprietary,257,1200000,984839,2,0,7259,8757,2109802,3275524,AZ,Rural South,Phoenix,AZ,29650
124,728300,central arizona college,AZ,851289779,Public,86,150193,128737,0,0,0,280,135489,129037,AZ,Maricopa,Coolidge,AZ,10163
125,3072200,chandler - gilbert community college,AZ,852252499,Public,53,163000,183192,0,0,0,349,170000,252500,AZ,Maricopa,Chandler,AZ,12006
127,3100400,coconino county community college,AZ,860052701,Public,44,93984,89509,0,0,0,117,153487,146178,AZ,Rural South,Flagstaff,AZ,14210
128,3120300,collegeamerica - flagstaff,AZ,860013936,Proprietary,13,60228,57186,0,0,0,977,67666,101880,AZ,Rural South,Flagstaff,AZ,28692
131,2582700,cortiva institute - tucson,AZ,857103503,Proprietary,0,5983,0,0,0,0,75,13357,12702,AZ,Rural South,Tucson,AZ,29125
132,824600,dine college,AZ,865560126,Public,27,44924,45228,0,0,0,183,36460,36825,AZ,Maricopa,Tsaile,AZ,11610
134,107300,eastern arizona college,AZ,855520769,Public,169,231260,241313,0,0,0,155,103578,103330,AZ,Rural North,Thatcher,AZ,11640
135,3156300,estrella mountain community college,AZ,853921010,Public,102,275613,292290,0,0,0,479,280831,356719,AZ,Maricopa,Avondale,AZ,11800
136,830300,gateway community college,AZ,850341795,Public,55,233662,250223,0,0,0,284,209353,191071,AZ,Maricopa,Phoenix,AZ,12818
136,830300,gateway community college,AZ,850341795,Public,55,233662,250223,0,0,0,284,209353,191071,CT,South Central,New Haven,CT,11373
137,107600,glendale community college,AZ,853023090,Public,147,551743,337270,0,0,0,1111,578164,958106,AZ,Maricopa,Glendale,AZ,11822
137,107600,glendale community college,AZ,853023090,Public,147,551743,337270,0,0,0,1111,578164,958106,CA,Region 6 (Santa Clara),Glendale,CA,9204
138,107400,grand canyon university,AZ,850173030,Proprietary,430,1250000,1223077,83,0,260614,1673,1250000,1866000,AZ,Maricopa,Phoenix,AZ,30945
140,3347300,international baptist college & seminary,AZ,852866799,Private/Non-Profit,0,0,0,0,0,0,6,5000,5478,AZ,Maricopa,Chandler,AZ,25728
141,2616700,le cordon bleu college of culinary arts,AZ,852512729,Proprietary,47,174692,166513,0,0,0,630,454531,587483,AZ,Maricopa,Scottsdale,AZ,21896
141,2616700,le cordon bleu college of culinary arts,AZ,852512729,Proprietary,47,174692,166513,0,0,0,630,454531,587483,CA,Region 8R (Alameda),Pasadena,CA,20547
141,2616700,le cordon bleu college of culinary arts,AZ,852512729,Proprietary,47,174692,166513,0,0,0,630,454531,587483,CA,Region 8R (Alameda),Sacramento,CA,25904
141,2616700,le cordon bleu college of culinary arts,AZ,852512729,Proprietary,47,174692,166513,0,0,0,630,454531,587483,OR,Region 2,Portland,OR,21719
141,2616700,le cordon bleu college of culinary arts,AZ,852512729,Proprietary,47,174692,166513,0,0,0,630,454531,587483,TX,Region 8,Austin,TX,20145
141,2616700,le cordon bleu college of culinary arts,AZ,852512729,Proprietary,47,174692,166513,0,0,0,630,454531,587483,TX,Region 8,Dallas,TX,20750
142,107700,mesa community college,AZ,852024866,Public,202,599319,551294,0,0,0,1189,662365,972197,AZ,Maricopa,Mesa,AZ,12575
142,107700,mesa community college,AZ,852024866,Public,202,599319,551294,0,0,0,1189,662365,972197,AZ,Maricopa,Tucson,AZ,7295
143,1186400,mohave community college,AZ,864091238,Public,49,99219,123911,0,0,0,306,101710,136750,AZ,Maricopa,Kingman,AZ,12238
144,108200,northern arizona university,AZ,860110001,Public,567,822111,905125,395,0,950807,951,666884,935845,AZ,Rural North,Flagstaff,AZ,22561
145,1186200,northland pioneer college,AZ,860250610,Public,45,121623,127191,0,0,0,82,64879,64879,AZ,Maricopa,Holbrook,AZ,13969
146,2623600,paradise valley community college,AZ,850321210,Public,48,145956,142403,0,0,0,344,167144,245801,AZ,Maricopa,Phoenix,AZ,12089
147,107800,phoenix college,AZ,850134234,Public,181,446069,499257,0,0,0,977,450946,652385,AZ,Maricopa,Phoenix,AZ,12413
150,2065300,prescott college,AZ,863012990,Private/Non-Profit,101,99788,107716,0,0,0,33,42473,50725,AZ,Maricopa,Prescott,AZ,41256
154,830400,scottsdale community college,AZ,852562626,Public,57,154375,160597,0,0,0,309,168220,251750,AZ,Rural South,Scottsdale,AZ,12461
155,2146600,south mountain community college,AZ,850425898,Public,58,148468,148593,0,0,0,244,159512,200549,AZ,Rural South,Phoenix,AZ,12324
158,2491500,southwest university of visual arts,AZ,857162505,Proprietary,14,25475,32489,0,0,0,51,28875,38400,AZ,Rural South,Tucson,AZ,44388
160,3784400,tohono o'odham community college,AZ,856343129,Public,1,3801,3801,0,0,0,17,8619,8619,AZ,Maricopa,Sells,AZ,15216
164,2559000,university of advancing computer technology,AZ,852831056,Proprietary,27,60471,72890,0,0,0,312,74837,100550,AZ,Rural North,Tempe,AZ,32809
